equipment_id,region,country,equipment_type,building_type,installation_year,equipment_age,contract_type,is_connected_2023,is_connected_2024,is_connected_2025
EQ00642,Greater China,China,Autowalk,Residential,2008,17,Full Maintenance,False,False,True
EQ00643,Greater China,China,Elevator,Commercial,2012,13,Basic Maintenance,False,False,False
EQ00644,Greater China,China,Elevator,Commercial,2004,21,Full Maintenance,False,False,True
EQ00645,Greater China,China,Elevator,Residential,2004,21,Basic Maintenance,False,False,True
EQ00646,APMEA,South Korea,Elevator,Residential,2023,2,Full Maintenance,True,False,True
EQ00647,Europe,Sweden,Elevator,Residential,2021,4,Full Maintenance,False,False,False
EQ00648,Americas,USA,Elevator,Residential,2020,5,Full Maintenance,False,True,True
EQ00649,Americas,Mexico,Escalator,Industrial,2007,18,Repair Only,True,True,True
EQ00650,Europe,Netherlands,Elevator,Public / Transport,1995,30,Basic Maintenance,False,False,True
EQ00651,Greater China,China,Escalator,Commercial,1997,28,Basic Maintenance,False,False,True
EQ00652,Europe,Sweden,Elevator,Commercial,2004,21,Full Maintenance,False,False,True
EQ00653,Europe,France,Autowalk,Commercial,1995,30,Basic Maintenance,False,False,True
EQ00654,Americas,Mexico,Escalator,Residential,1995,30,Full Maintenance,True,True,True
EQ00655,Europe,Finland,Elevator,Residential,2022,3,Full Maintenance,False,True,False
EQ00656,Greater China,China,Escalator,Commercial,2016,9,Basic Maintenance,True,False,False
EQ00657,Greater China,China,Elevator,Industrial,2004,21,Full Maintenance,False,True,False
EQ00658,Greater China,China,Escalator,Commercial,1998,27,Repair Only,False,False,True
EQ00659,Europe,Sweden,Elevator,Residential,2010,15,Full Maintenance,True,False,False
EQ00660,Europe,Sweden,Elevator,Residential,1995,30,Repair Only,False,False,True
EQ00661,Greater China,China,Escalator,Industrial,2023,2,Basic Maintenance,False,True,True
EQ00662,APMEA,India,Elevator,Commercial,2007,18,Basic Maintenance,False,True,False
EQ00663,Europe,Sweden,Elevator,Public / Transport,2007,18,Full Maintenance,False,False,False
EQ00664,Greater China,China,Escalator,Industrial,2006,19,Full Maintenance,False,False,False
EQ00665,Greater China,China,Elevator,Commercial,1997,28,Repair Only,False,True,True
EQ00666,Greater China,China,Elevator,Commercial,2014,11,Full Maintenance,False,False,False
EQ00667,Greater China,China,Elevator,Residential,2016,9,Basic Maintenance,True,True,True
EQ00668,Greater China,China,Elevator,Public / Transport,2015,10,Repair Only,False,False,False
EQ00669,Greater China,China,Automatic Door,Public / Transport,1999,26,Full Maintenance,False,True,True
EQ00670,Greater China,China,Elevator,Residential,2012,13,Basic Maintenance,False,False,True
EQ00671,Greater China,China,Elevator,Public / Transport,2012,13,Basic Maintenance,False,False,False
EQ00672,APMEA,India,Escalator,Commercial,2021,4,Full Maintenance,False,True,False
EQ00673,Greater China,China,Escalator,Commercial,2006,19,Full Maintenance,False,False,False
EQ00674,Europe,Netherlands,Elevator,Healthcare,2006,19,Full Maintenance,True,False,False
EQ00675,Europe,France,Elevator,Public / Transport,2013,12,Full Maintenance,True,False,False
EQ00676,APMEA,India,Autowalk,Residential,2013,12,Basic Maintenance,False,True,False
EQ00677,Greater China,China,Escalator,Public / Transport,2009,16,Full Maintenance,False,False,False
EQ00678,Greater China,China,Elevator,Healthcare,2008,17,Repair Only,False,True,False
EQ00679,APMEA,Australia,Elevator,Public / Transport,2009,16,Full Maintenance,False,False,True
EQ00680,APMEA,India,Elevator,Public / Transport,2020,5,Basic Maintenance,False,False,True
EQ00681,Americas,Mexico,Elevator,Public / Transport,2008,17,Basic Maintenance,False,False,False
EQ00682,Greater China,China,Elevator,Commercial,2023,2,Full Maintenance,False,False,False
EQ00683,Greater China,China,Autowalk,Public / Transport,2010,15,Full Maintenance,False,False,True
EQ00684,Americas,USA,Elevator,Commercial,2023,2,Basic Maintenance,False,False,True
EQ00685,APMEA,Saudi Arabia,Escalator,Public / Transport,2019,6,Repair Only,True,True,False
EQ00686,Europe,Poland,Elevator,Residential,2005,20,Full Maintenance,True,True,False
EQ00687,Europe,Netherlands,Escalator,Industrial,2020,5,Full Maintenance,False,False,False
EQ00688,Greater China,China,Escalator,Residential,1998,27,Full Maintenance,False,False,True
EQ00689,Americas,Canada,Elevator,Commercial,2022,3,Full Maintenance,False,True,False
EQ00690,Greater China,China,Elevator,Commercial,2013,12,Basic Maintenance,False,False,True
EQ00691,Greater China,China,Elevator,Healthcare,1996,29,Basic Maintenance,True,False,True
EQ00692,Europe,Finland,Autowalk,Healthcare,2014,11,Full Maintenance,False,False,True
EQ00693,Europe,France,Autowalk,Residential,2024,1,Repair Only,False,True,False
EQ00694,Greater China,China,Elevator,Healthcare,1997,28,Full Maintenance,True,False,False
EQ00695,Greater China,China,Elevator,Public / Transport,2011,14,Basic Maintenance,False,True,False
EQ00696,Europe,Germany,Elevator,Residential,2017,8,Full Maintenance,False,True,True
EQ00697,Greater China,China,Escalator,Commercial,2019,6,Full Maintenance,False,False,False
EQ00698,Europe,Netherlands,Elevator,Healthcare,2007,18,Full Maintenance,True,True,False
EQ00699,Greater China,China,Elevator,Residential,2001,24,Full Maintenance,False,True,False
EQ00700,Europe,Sweden,Elevator,Public / Transport,1996,29,Basic Maintenance,False,True,False
EQ00701,Europe,Poland,Elevator,Public / Transport,2012,13,Basic Maintenance,True,False,True
EQ00702,Greater China,China,Escalator,Public / Transport,2008,17,Full Maintenance,False,True,False
EQ00703,Greater China,China,Elevator,Industrial,2023,2,Basic Maintenance,False,True,False
EQ00704,Greater China,China,Elevator,Commercial,1996,29,Full Maintenance,False,False,False
EQ00705,Greater China,China,Elevator,Residential,2015,10,Basic Maintenance,False,False,False
EQ00706,APMEA,South Korea,Elevator,Residential,1995,30,Full Maintenance,True,False,True
EQ00707,Greater China,China,Elevator,Commercial,2000,25,Full Maintenance,False,False,False
EQ00708,Americas,Brazil,Automatic Door,Residential,2008,17,Full Maintenance,False,False,False
EQ00709,Greater China,China,Escalator,Industrial,2008,17,Basic Maintenance,True,False,True
EQ00710,Americas,Canada,Elevator,Public / Transport,2015,10,Basic Maintenance,False,True,False
EQ00711,Americas,Mexico,Elevator,Commercial,2022,3,Full Maintenance,False,False,True
EQ00712,Europe,Finland,Autowalk,Residential,2014,11,Full Maintenance,False,False,True
EQ00713,Europe,Sweden,Elevator,Commercial,2023,2,Full Maintenance,False,True,False
EQ00714,Europe,France,Elevator,Commercial,2021,4,Basic Maintenance,True,False,False
EQ00715,Greater China,China,Autowalk,Commercial,2012,13,Basic Maintenance,False,True,True
EQ00716,APMEA,Saudi Arabia,Escalator,Industrial,2020,5,Full Maintenance,True,False,True
EQ00717,Americas,Brazil,Automatic Door,Commercial,2014,11,Full Maintenance,True,False,True
EQ00718,APMEA,Saudi Arabia,Autowalk,Industrial,1997,28,Basic Maintenance,False,False,True
EQ00719,Greater China,China,Autowalk,Commercial,2017,8,Full Maintenance,False,True,True
EQ00720,Americas,Mexico,Elevator,Public / Transport,1997,28,Full Maintenance,False,True,True
EQ00721,APMEA,Saudi Arabia,Elevator,Public / Transport,2012,13,Full Maintenance,True,True,True
EQ00722,Greater China,China,Elevator,Healthcare,2016,9,Full Maintenance,False,True,False
EQ00723,Greater China,China,Elevator,Public / Transport,1996,29,Full Maintenance,False,False,False
EQ00724,Americas,Canada,Elevator,Healthcare,2001,24,Basic Maintenance,False,False,False
EQ00725,Europe,Netherlands,Elevator,Public / Transport,2022,3,Full Maintenance,False,False,False
EQ00726,APMEA,South Korea,Elevator,Industrial,2013,12,Basic Maintenance,False,False,True
EQ00727,Greater China,China,Elevator,Commercial,2002,23,Full Maintenance,False,False,False
EQ00728,Americas,Brazil,Elevator,Commercial,2015,10,Basic Maintenance,True,False,False
EQ00729,Greater China,China,Elevator,Commercial,2012,13,Basic Maintenance,False,True,False
EQ00730,Greater China,China,Elevator,Residential,2010,15,Basic Maintenance,False,False,True
EQ00731,Greater China,China,Escalator,Residential,2024,1,Full Maintenance,False,False,True
EQ00732,Americas,Canada,Elevator,Public / Transport,2015,10,Full Maintenance,True,False,False
EQ00733,Americas,Mexico,Elevator,Healthcare,2006,19,Full Maintenance,False,False,False
EQ00734,Europe,Germany,Escalator,Residential,2019,6,Basic Maintenance,False,False,False
EQ00735,Greater China,China,Elevator,Residential,2021,4,Full Maintenance,False,True,True
EQ00736,APMEA,Australia,Elevator,Healthcare,1998,27,Repair Only,False,False,True
EQ00737,Greater China,China,Elevator,Commercial,2001,24,Repair Only,False,True,False
EQ00738,Americas,Brazil,Elevator,Public / Transport,2001,24,Full Maintenance,False,False,False
EQ00739,Europe,Finland,Autowalk,Commercial,2015,10,Repair Only,False,False,True
EQ00740,Greater China,China,Elevator,Industrial,2013,12,Full Maintenance,True,False,False
EQ00741,Europe,Finland,Escalator,Commercial,2013,12,Full Maintenance,False,False,True
EQ00742,Greater China,China,Elevator,Public / Transport,2023,2,Full Maintenance,False,False,False
EQ00743,Americas,Mexico,Elevator,Residential,2018,7,Basic Maintenance,False,True,False
EQ00744,Europe,Poland,Elevator,Commercial,1998,27,Full Maintenance,False,True,False
EQ00745,Greater China,China,Elevator,Commercial,2005,20,Repair Only,True,False,True
EQ00746,APMEA,India,Elevator,Residential,2008,17,Full Maintenance,False,True,True
EQ00747,Greater China,China,Elevator,Healthcare,2006,19,Full Maintenance,False,True,False
EQ00748,Europe,Germany,Elevator,Public / Transport,2015,10,Basic Maintenance,False,True,True
EQ00749,APMEA,India,Elevator,Residential,2021,4,Full Maintenance,True,False,False
EQ00750,Europe,Sweden,Elevator,Residential,2004,21,Full Maintenance,False,True,False
EQ00751,Greater China,China,Autowalk,Residential,2011,14,Basic Maintenance,False,False,True
EQ00752,APMEA,Saudi Arabia,Elevator,Industrial,2018,7,Full Maintenance,False,False,False
EQ00753,Europe,Poland,Elevator,Public / Transport,2007,18,Full Maintenance,False,False,True
EQ00754,Greater China,China,Elevator,Residential,2000,25,Full Maintenance,False,True,False
EQ00755,Greater China,China,Elevator,Industrial,2009,16,Full Maintenance,False,False,False
EQ00756,Americas,Canada,Escalator,Industrial,1996,29,Repair Only,False,False,False
EQ00757,Europe,France,Elevator,Healthcare,2023,2,Basic Maintenance,False,False,True
EQ00758,Europe,France,Escalator,Healthcare,1997,28,Full Maintenance,False,False,False
EQ00759,APMEA,Saudi Arabia,Elevator,Public / Transport,2008,17,Full Maintenance,False,False,False
EQ00760,Americas,Canada,Escalator,Industrial,2010,15,Full Maintenance,False,True,True
EQ00761,Greater China,China,Elevator,Commercial,2024,1,Repair Only,True,False,True
EQ00762,Greater China,China,Autowalk,Public / Transport,1999,26,Full Maintenance,False,True,True
EQ00763,Greater China,China,Elevator,Residential,1998,27,Full Maintenance,False,True,False
EQ00764,Americas,USA,Elevator,Commercial,1995,30,Basic Maintenance,True,False,False
EQ00765,Greater China,China,Elevator,Residential,1999,26,Repair Only,True,False,False
EQ00766,Europe,Finland,Elevator,Public / Transport,2001,24,Full Maintenance,True,True,False
EQ00767,Americas,USA,Automatic Door,Commercial,2013,12,Full Maintenance,False,False,False
EQ00768,APMEA,South Korea,Elevator,Residential,2001,24,Full Maintenance,False,False,True
EQ00769,Greater China,China,Elevator,Residential,1995,30,Full Maintenance,True,True,True
EQ00770,Americas,USA,Elevator,Commercial,2019,6,Basic Maintenance,False,False,True
EQ00771,Greater China,China,Elevator,Commercial,2005,20,Basic Maintenance,False,False,False
EQ00772,APMEA,UAE,Elevator,Public / Transport,2005,20,Basic Maintenance,False,False,False
EQ00773,Greater China,China,Escalator,Public / Transport,2004,21,Full Maintenance,False,True,False
EQ00774,Greater China,China,Elevator,Commercial,2024,1,Full Maintenance,False,True,True
EQ00775,Americas,Mexico,Autowalk,Public / Transport,2000,25,Full Maintenance,False,True,False
EQ00776,Greater China,China,Elevator,Public / Transport,2021,4,Full Maintenance,True,True,False
EQ00777,Greater China,China,Elevator,Residential,2018,7,Basic Maintenance,True,False,False
EQ00778,Americas,Canada,Escalator,Industrial,1997,28,Full Maintenance,False,False,False
EQ00779,Americas,Brazil,Elevator,Healthcare,2024,1,Full Maintenance,False,False,True
EQ00780,Europe,Sweden,Elevator,Residential,2003,22,Full Maintenance,False,False,False
EQ00781,Americas,Mexico,Elevator,Commercial,1997,28,Full Maintenance,True,True,False
EQ00782,Europe,Finland,Elevator,Healthcare,2019,6,Full Maintenance,True,False,False
EQ00783,Greater China,China,Elevator,Residential,2016,9,Basic Maintenance,False,False,True
EQ00784,Greater China,China,Autowalk,Commercial,2013,12,Full Maintenance,False,True,True
EQ00785,Greater China,China,Elevator,Residential,1999,26,Basic Maintenance,False,True,True
EQ00786,APMEA,South Korea,Elevator,Residential,2009,16,Full Maintenance,False,False,False
EQ00787,Europe,Sweden,Escalator,Public / Transport,2018,7,Full Maintenance,False,False,False
EQ00788,Europe,Poland,Automatic Door,Residential,2004,21,Repair Only,False,False,False
EQ00789,Europe,Finland,Elevator,Commercial,2004,21,Full Maintenance,False,True,False
EQ00790,APMEA,India,Elevator,Industrial,1995,30,Basic Maintenance,True,True,False
EQ00791,Greater China,China,Elevator,Residential,2000,25,Full Maintenance,False,False,True
EQ00792,Europe,Poland,Autowalk,Commercial,2021,4,Full Maintenance,False,False,False
EQ00793,Europe,France,Autowalk,Residential,2008,17,Basic Maintenance,False,True,False
EQ00794,Europe,Netherlands,Elevator,Public / Transport,2024,1,Repair Only,False,False,True
EQ00795,Greater China,China,Elevator,Commercial,2006,19,Basic Maintenance,False,False,True
EQ00796,APMEA,Saudi Arabia,Elevator,Residential,2016,9,Basic Maintenance,True,False,False
EQ00797,APMEA,India,Escalator,Residential,2003,22,Full Maintenance,True,True,True
EQ00798,Europe,Germany,Elevator,Commercial,2005,20,Basic Maintenance,True,False,False
EQ00799,Americas,Brazil,Escalator,Residential,2000,25,Basic Maintenance,True,False,False
EQ00800,APMEA,South Korea,Automatic Door,Residential,2005,20,Full Maintenance,False,False,True
EQ00801,Americas,USA,Elevator,Public / Transport,2011,14,Full Maintenance,False,True,True
EQ00802,Greater China,China,Elevator,Commercial,2024,1,Basic Maintenance,True,True,False
EQ00803,Europe,Finland,Elevator,Industrial,2014,11,Full Maintenance,False,False,False
EQ00804,Europe,Poland,Elevator,Commercial,2000,25,Full Maintenance,False,False,False
EQ00805,Europe,Germany,Elevator,Healthcare,1996,29,Repair Only,False,False,True
EQ00806,Americas,Brazil,Elevator,Residential,1998,27,Full Maintenance,False,False,False
EQ00807,APMEA,India,Escalator,Industrial,2011,14,Full Maintenance,False,True,False
EQ00808,APMEA,India,Autowalk,Commercial,2017,8,Basic Maintenance,True,False,False
EQ00809,Europe,Sweden,Elevator,Residential,2023,2,Full Maintenance,False,False,False
EQ00810,Greater China,China,Elevator,Commercial,1995,30,Basic Maintenance,True,False,True
EQ00811,APMEA,India,Elevator,Healthcare,2010,15,Full Maintenance,False,True,False
EQ00812,Americas,USA,Escalator,Residential,2009,16,Full Maintenance,False,False,True
EQ00813,Greater China,China,Escalator,Residential,2014,11,Full Maintenance,False,False,False
EQ00814,APMEA,India,Elevator,Industrial,2011,14,Repair Only,False,False,True
EQ00815,APMEA,South Korea,Elevator,Residential,2015,10,Full Maintenance,False,False,False
EQ00816,Europe,France,Elevator,Industrial,2014,11,Full Maintenance,True,False,True
EQ00817,Europe,France,Elevator,Industrial,1998,27,Full Maintenance,False,False,False
EQ00818,Greater China,China,Elevator,Industrial,2018,7,Full Maintenance,False,False,False
EQ00819,Greater China,China,Escalator,Residential,1998,27,Full Maintenance,False,False,False
EQ00820,Greater China,China,Autowalk,Residential,2015,10,Full Maintenance,True,False,False
EQ00821,Americas,Brazil,Elevator,Commercial,2007,18,Full Maintenance,False,False,False
EQ00822,Greater China,China,Escalator,Public / Transport,2010,15,Full Maintenance,False,True,True
EQ00823,Greater China,China,Autowalk,Residential,2022,3,Basic Maintenance,False,True,True
EQ00824,Greater China,China,Elevator,Residential,2021,4,Basic Maintenance,False,False,False
EQ00825,Europe,Finland,Elevator,Healthcare,2019,6,Full Maintenance,False,False,True
EQ00826,APMEA,South Korea,Autowalk,Commercial,2010,15,Full Maintenance,False,False,True
EQ00827,Greater China,China,Elevator,Public / Transport,2017,8,Basic Maintenance,False,True,True
EQ00828,Greater China,China,Autowalk,Healthcare,2010,15,Basic Maintenance,False,True,False
EQ00829,Americas,Mexico,Automatic Door,Public / Transport,2021,4,Full Maintenance,False,True,False
EQ00830,Europe,France,Escalator,Public / Transport,2007,18,Repair Only,True,False,True
EQ00831,Greater China,China,Escalator,Residential,2024,1,Full Maintenance,True,False,True
EQ00832,Europe,Poland,Escalator,Commercial,2022,3,Full Maintenance,False,False,False
EQ00833,Greater China,China,Escalator,Industrial,2017,8,Full Maintenance,True,True,False
EQ00834,Greater China,China,Elevator,Residential,2003,22,Repair Only,False,False,False
EQ00835,Europe,France,Elevator,Commercial,1998,27,Full Maintenance,True,False,False
EQ00836,Europe,France,Elevator,Public / Transport,2020,5,Basic Maintenance,False,True,True
EQ00837,APMEA,South Korea,Escalator,Residential,1999,26,Full Maintenance,True,False,True
EQ00838,Greater China,China,Elevator,Healthcare,2020,5,Full Maintenance,False,True,True
EQ00839,Europe,Poland,Elevator,Public / Transport,2009,16,Full Maintenance,False,False,False
EQ00840,Europe,Sweden,Elevator,Public / Transport,2007,18,Basic Maintenance,False,False,False
EQ00841,Greater China,China,Escalator,Public / Transport,2022,3,Full Maintenance,False,False,True
EQ00842,Americas,USA,Automatic Door,Public / Transport,2013,12,Full Maintenance,True,True,False
EQ00843,Greater China,China,Automatic Door,Public / Transport,2012,13,Full Maintenance,True,True,False
EQ00844,APMEA,Saudi Arabia,Elevator,Residential,2011,14,Repair Only,False,False,False
EQ00845,Greater China,China,Autowalk,Commercial,2006,19,Full Maintenance,False,True,False
EQ00846,Europe,France,Escalator,Public / Transport,2018,7,Full Maintenance,False,False,False
EQ00847,Greater China,China,Elevator,Public / Transport,2002,23,Full Maintenance,False,False,False
EQ00848,APMEA,Saudi Arabia,Elevator,Residential,2023,2,Repair Only,False,False,False
EQ00849,Europe,Sweden,Elevator,Commercial,2021,4,Repair Only,True,False,False
EQ00850,Europe,Sweden,Autowalk,Residential,2005,20,Basic Maintenance,False,False,False
EQ00851,Greater China,China,Elevator,Commercial,2016,9,Full Maintenance,False,False,False
EQ00852,Americas,USA,Elevator,Healthcare,2012,13,Full Maintenance,False,False,False
EQ00853,Greater China,China,Escalator,Healthcare,2005,20,Repair Only,False,True,False
EQ00854,APMEA,Saudi Arabia,Elevator,Commercial,2024,1,Full Maintenance,False,True,False
EQ00855,Greater China,China,Elevator,Industrial,1995,30,Full Maintenance,False,True,True
EQ00856,Greater China,China,Elevator,Commercial,2002,23,Full Maintenance,True,False,False
EQ00857,Greater China,China,Elevator,Industrial,2010,15,Repair Only,False,False,False
EQ00858,Europe,Sweden,Escalator,Residential,2010,15,Full Maintenance,False,False,False
EQ00859,Europe,Finland,Elevator,Industrial,2012,13,Basic Maintenance,False,False,False
EQ00860,Greater China,China,Elevator,Residential,2017,8,Basic Maintenance,False,False,False
EQ00861,Americas,USA,Elevator,Commercial,2013,12,Full Maintenance,True,False,True
EQ00862,Europe,Germany,Elevator,Residential,2013,12,Full Maintenance,False,True,False
EQ00863,Europe,Netherlands,Elevator,Commercial,1996,29,Repair Only,False,False,False
EQ00864,Europe,Germany,Escalator,Residential,2006,19,Repair Only,False,False,True
EQ00865,Europe,Sweden,Escalator,Commercial,2001,24,Basic Maintenance,False,False,False
EQ00866,Europe,Finland,Escalator,Residential,2002,23,Basic Maintenance,True,True,True
EQ00867,Greater China,China,Autowalk,Public / Transport,2011,14,Full Maintenance,True,False,False
EQ00868,Greater China,China,Elevator,Public / Transport,2000,25,Repair Only,False,False,True
EQ00869,APMEA,UAE,Elevator,Public / Transport,2003,22,Full Maintenance,True,False,False
EQ00870,APMEA,South Korea,Autowalk,Healthcare,2002,23,Basic Maintenance,False,False,True
EQ00871,Greater China,China,Elevator,Commercial,2023,2,Repair Only,False,False,False
EQ00872,Greater China,China,Elevator,Commercial,2023,2,Basic Maintenance,False,True,True
EQ00873,Europe,Finland,Elevator,Residential,2013,12,Basic Maintenance,False,True,True
EQ00874,Europe,Netherlands,Elevator,Public / Transport,2022,3,Basic Maintenance,True,False,False
EQ00875,Greater China,China,Elevator,Healthcare,2018,7,Full Maintenance,False,True,True
EQ00876,Greater China,China,Automatic Door,Commercial,2012,13,Basic Maintenance,False,False,False
EQ00877,Americas,Canada,Elevator,Residential,1995,30,Full Maintenance,False,False,True
EQ00878,Americas,Canada,Elevator,Commercial,2018,7,Full Maintenance,False,False,True
EQ00879,Greater China,China,Automatic Door,Public / Transport,2016,9,Full Maintenance,True,True,False
EQ00880,Greater China,China,Automatic Door,Residential,2013,12,Full Maintenance,False,False,False
EQ00881,Greater China,China,Elevator,Commercial,2017,8,Basic Maintenance,False,True,False
EQ00882,Americas,Canada,Elevator,Residential,2010,15,Repair Only,False,False,False
EQ00883,Greater China,China,Escalator,Industrial,2016,9,Full Maintenance,False,False,True
EQ00884,Greater China,China,Escalator,Public / Transport,2023,2,Full Maintenance,True,False,True
EQ00885,Americas,Mexico,Escalator,Commercial,2006,19,Full Maintenance,False,True,True
EQ00886,Greater China,China,Autowalk,Public / Transport,2016,9,Repair Only,False,False,False
EQ00887,Americas,Canada,Escalator,Residential,2009,16,Full Maintenance,False,True,False
EQ00888,Greater China,China,Elevator,Public / Transport,2015,10,Basic Maintenance,False,False,True
EQ00889,Greater China,China,Escalator,Public / Transport,2017,8,Repair Only,False,False,True
EQ00890,Greater China,China,Elevator,Commercial,1996,29,Full Maintenance,True,False,True
EQ00891,Americas,USA,Escalator,Commercial,2014,11,Repair Only,True,False,False
EQ00892,APMEA,Saudi Arabia,Elevator,Industrial,2001,24,Repair Only,False,False,False
EQ00893,Americas,Canada,Elevator,Commercial,2015,10,Repair Only,False,True,True
EQ00894,Greater China,China,Elevator,Public / Transport,2009,16,Full Maintenance,False,False,False
EQ00895,Americas,USA,Elevator,Industrial,2018,7,Full Maintenance,False,True,True
EQ00896,Greater China,China,Elevator,Public / Transport,1998,27,Repair Only,False,True,False
EQ00897,Greater China,China,Elevator,Commercial,2013,12,Full Maintenance,False,True,False
EQ00898,APMEA,UAE,Elevator,Residential,2003,22,Basic Maintenance,True,True,False
EQ00899,Greater China,China,Escalator,Industrial,2020,5,Full Maintenance,True,False,False
EQ00900,Greater China,China,Elevator,Commercial,2022,3,Full Maintenance,False,False,False
EQ00901,Greater China,China,Escalator,Industrial,2024,1,Full Maintenance,False,True,True
EQ00902,Greater China,China,Escalator,Public / Transport,2018,7,Basic Maintenance,False,True,False
EQ00903,Greater China,China,Escalator,Residential,2017,8,Full Maintenance,True,False,False
EQ00904,Europe,Netherlands,Elevator,Public / Transport,2001,24,Basic Maintenance,True,False,False
EQ00905,Europe,Netherlands,Automatic Door,Commercial,2005,20,Full Maintenance,False,False,True
EQ00906,APMEA,India,Elevator,Residential,2008,17,Basic Maintenance,False,False,True
EQ00907,Americas,USA,Elevator,Healthcare,2018,7,Basic Maintenance,False,False,False
EQ00908,Greater China,China,Elevator,Healthcare,2022,3,Full Maintenance,False,False,False
EQ00909,Greater China,China,Elevator,Residential,2000,25,Full Maintenance,False,False,True
EQ00910,Greater China,China,Automatic Door,Healthcare,2022,3,Full Maintenance,True,True,False
EQ00911,Europe,Netherlands,Elevator,Residential,2015,10,Full Maintenance,True,False,True
EQ00912,Greater China,China,Escalator,Commercial,2013,12,Basic Maintenance,False,True,True
EQ00913,Europe,Germany,Escalator,Commercial,2000,25,Full Maintenance,False,False,False
EQ00914,Europe,France,Elevator,Healthcare,1996,29,Full Maintenance,True,False,True
EQ00915,Europe,Finland,Elevator,Commercial,2012,13,Basic Maintenance,False,False,True
EQ00916,Europe,Germany,Elevator,Residential,2014,11,Full Maintenance,True,True,False
EQ00917,Greater China,China,Elevator,Residential,2001,24,Repair Only,False,False,True
EQ00918,APMEA,South Korea,Elevator,Industrial,2011,14,Full Maintenance,False,True,False
EQ00919,Americas,USA,Autowalk,Residential,2020,5,Repair Only,False,True,False
EQ00920,Greater China,China,Automatic Door,Commercial,2020,5,Full Maintenance,True,False,False
EQ00921,APMEA,Australia,Elevator,Commercial,2022,3,Full Maintenance,False,True,True
EQ00922,Europe,Germany,Elevator,Residential,2005,20,Full Maintenance,True,False,True
EQ00923,APMEA,UAE,Escalator,Industrial,2004,21,Full Maintenance,False,False,False
EQ00924,Americas,Brazil,Elevator,Residential,2017,8,Full Maintenance,False,False,False
EQ00925,Europe,Sweden,Autowalk,Industrial,2007,18,Full Maintenance,True,False,False
EQ00926,Greater China,China,Elevator,Commercial,1997,28,Basic Maintenance,False,False,True
EQ00927,Greater China,China,Elevator,Public / Transport,2003,22,Full Maintenance,False,False,False
EQ00928,Europe,Germany,Escalator,Residential,2007,18,Basic Maintenance,False,False,True
EQ00929,Europe,Poland,Elevator,Commercial,2003,22,Full Maintenance,True,False,False
EQ00930,Greater China,China,Autowalk,Residential,2004,21,Repair Only,True,False,False
EQ00931,Greater China,China,Autowalk,Public / Transport,2003,22,Full Maintenance,True,False,True
EQ00932,Americas,Canada,Elevator,Public / Transport,1996,29,Full Maintenance,True,True,False
EQ00933,APMEA,UAE,Elevator,Commercial,2014,11,Full Maintenance,False,False,True
EQ00934,Europe,Poland,Automatic Door,Industrial,2012,13,Full Maintenance,False,False,False
EQ00935,Greater China,China,Autowalk,Commercial,2014,11,Full Maintenance,False,True,False
EQ00936,Greater China,China,Elevator,Commercial,2000,25,Full Maintenance,False,False,True
EQ00937,Greater China,China,Escalator,Residential,2003,22,Basic Maintenance,False,False,False
EQ00938,APMEA,India,Elevator,Industrial,2013,12,Repair Only,False,False,False
EQ00939,Greater China,China,Elevator,Public / Transport,2012,13,Full Maintenance,False,False,False
EQ00940,Europe,Finland,Autowalk,Residential,2010,15,Repair Only,False,True,True
EQ00941,Greater China,China,Elevator,Commercial,2005,20,Repair Only,False,False,False
EQ00942,Europe,Netherlands,Autowalk,Residential,2022,3,Repair Only,True,False,True
EQ00943,Americas,Brazil,Elevator,Commercial,2005,20,Full Maintenance,True,False,False
EQ00944,Americas,Mexico,Elevator,Commercial,2008,17,Full Maintenance,True,False,False
EQ00945,Greater China,China,Elevator,Residential,2015,10,Full Maintenance,True,True,True
EQ00946,Greater China,China,Elevator,Residential,2011,14,Basic Maintenance,False,False,True
EQ00947,Greater China,China,Escalator,Commercial,2005,20,Full Maintenance,False,True,False
EQ00948,APMEA,UAE,Elevator,Residential,2008,17,Full Maintenance,False,True,False
EQ00949,APMEA,South Korea,Elevator,Commercial,2018,7,Full Maintenance,True,True,False
EQ00950,Europe,Germany,Elevator,Commercial,2003,22,Full Maintenance,False,True,True
EQ00951,Europe,Sweden,Elevator,Industrial,1999,26,Basic Maintenance,True,True,False
EQ00952,Americas,Canada,Escalator,Commercial,2004,21,Full Maintenance,False,False,True
EQ00953,Greater China,China,Elevator,Residential,2020,5,Basic Maintenance,False,False,False
EQ00954,APMEA,UAE,Elevator,Commercial,1997,28,Basic Maintenance,True,True,False
EQ00955,Europe,Poland,Elevator,Residential,2024,1,Full Maintenance,False,True,False
EQ00956,Greater China,China,Elevator,Commercial,2011,14,Full Maintenance,False,False,True
EQ00957,Europe,Germany,Elevator,Commercial,2024,1,Basic Maintenance,True,False,False
EQ00958,Greater China,China,Elevator,Residential,2023,2,Full Maintenance,True,True,False
EQ00959,Greater China,China,Elevator,Healthcare,2008,17,Full Maintenance,False,False,False
EQ00960,Americas,USA,Escalator,Commercial,2000,25,Full Maintenance,True,False,True
EQ00961,Greater China,China,Escalator,Residential,1999,26,Basic Maintenance,False,True,False
EQ00962,Europe,Finland,Elevator,Industrial,2002,23,Basic Maintenance,False,False,False
