contract_id,equipment_id,region,country,contract_type,contract_start,contract_end,status,annual_value_eur
CON002982,EQ01171,Europe,Sweden,Basic Maintenance,2025-03-01,2026-03-01,Renewed,2424.0
CON002983,EQ01172,APMEA,India,Full Maintenance,2020-12-01,2021-12-01,Renewed,4741.0
CON002984,EQ01172,APMEA,India,Full Maintenance,2021-12-01,2022-12-01,Renewed,4741.0
CON002985,EQ01172,APMEA,India,Full Maintenance,2022-12-01,2023-12-01,Renewed,4741.0
CON002986,EQ01173,Europe,Finland,Basic Maintenance,2021-06-01,2022-06-01,Renewed,1506.0
CON002987,EQ01173,Europe,Finland,Basic Maintenance,2022-06-01,2023-06-01,Renewed,1506.0
CON002988,EQ01173,Europe,Finland,Basic Maintenance,2023-06-01,2024-06-01,Renewed,1506.0
CON002989,EQ01174,Greater China,China,Basic Maintenance,2021-10-01,2022-10-01,Renewed,2115.0
CON002990,EQ01174,Greater China,China,Basic Maintenance,2022-10-01,2023-10-01,Renewed,2115.0
CON002991,EQ01174,Greater China,China,Basic Maintenance,2023-10-01,2024-10-01,Renewed,2115.0
CON002992,EQ01175,Europe,Sweden,Full Maintenance,2021-03-01,2022-03-01,Renewed,4480.0
CON002993,EQ01175,Europe,Sweden,Full Maintenance,2022-03-01,2023-03-01,Cancelled,4480.0
CON002994,EQ01176,Europe,Germany,Full Maintenance,2020-10-01,2021-10-01,Renewed,5521.0
CON002995,EQ01176,Europe,Germany,Full Maintenance,2021-10-01,2022-10-01,Renewed,5521.0
CON002996,EQ01176,Europe,Germany,Full Maintenance,2022-10-01,2023-10-01,Renewed,5521.0
CON002997,EQ01177,Americas,USA,Basic Maintenance,2021-12-01,2022-12-01,Renewed,3082.0
CON002998,EQ01177,Americas,USA,Basic Maintenance,2022-12-01,2023-12-01,Renewed,3082.0
CON002999,EQ01177,Americas,USA,Basic Maintenance,2023-12-01,2024-12-01,Cancelled,3082.0
CON003000,EQ01178,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,4397.0
CON003001,EQ01178,Greater China,China,Full Maintenance,2024-01-01,2025-01-01,Renewed,4397.0
CON003002,EQ01178,Greater China,China,Full Maintenance,2025-01-01,2026-01-01,Renewed,4397.0
CON003003,EQ01179,Americas,Canada,Full Maintenance,2022-05-01,2023-05-01,Renewed,5359.0
CON003004,EQ01179,Americas,Canada,Full Maintenance,2023-05-01,2024-05-01,Renewed,5359.0
CON003005,EQ01179,Americas,Canada,Full Maintenance,2024-05-01,2025-05-01,Renewed,5359.0
CON003006,EQ01180,Europe,Sweden,Full Maintenance,2022-12-01,2023-12-01,Renewed,4245.0
CON003007,EQ01180,Europe,Sweden,Full Maintenance,2023-12-01,2024-12-01,Renewed,4245.0
CON003008,EQ01180,Europe,Sweden,Full Maintenance,2024-12-01,2025-12-01,Renewed,4245.0
CON003009,EQ01181,APMEA,UAE,Full Maintenance,2020-07-01,2021-07-01,Renewed,4908.0
CON003010,EQ01181,APMEA,UAE,Full Maintenance,2021-07-01,2022-07-01,Renewed,4908.0
CON003011,EQ01181,APMEA,UAE,Full Maintenance,2022-07-01,2023-07-01,Renewed,4908.0
CON003012,EQ01183,Europe,France,Full Maintenance,2022-01-01,2023-01-01,Renewed,5312.0
CON003013,EQ01183,Europe,France,Full Maintenance,2023-01-01,2024-01-01,Renewed,5312.0
CON003014,EQ01183,Europe,France,Full Maintenance,2024-01-01,2025-01-01,Renewed,5312.0
CON003015,EQ01184,APMEA,UAE,Basic Maintenance,2020-05-01,2021-05-01,Renewed,3044.0
CON003016,EQ01184,APMEA,UAE,Basic Maintenance,2021-05-01,2022-05-01,Renewed,3044.0
CON003017,EQ01184,APMEA,UAE,Basic Maintenance,2022-05-01,2023-05-01,Renewed,3044.0
CON003018,EQ01186,APMEA,Australia,Full Maintenance,2020-05-01,2021-05-01,Renewed,4173.0
CON003019,EQ01186,APMEA,Australia,Full Maintenance,2021-05-01,2022-05-01,Renewed,4173.0
CON003020,EQ01186,APMEA,Australia,Full Maintenance,2022-05-01,2023-05-01,Renewed,4173.0
CON003021,EQ01187,Americas,Canada,Full Maintenance,2021-03-01,2022-03-01,Renewed,5070.0
CON003022,EQ01187,Americas,Canada,Full Maintenance,2022-03-01,2023-03-01,Cancelled,5070.0
CON003023,EQ01188,Greater China,China,Basic Maintenance,2021-10-01,2022-10-01,Renewed,2386.0
CON003024,EQ01188,Greater China,China,Basic Maintenance,2022-10-01,2023-10-01,Renewed,2386.0
CON003025,EQ01188,Greater China,China,Basic Maintenance,2023-10-01,2024-10-01,Cancelled,2386.0
CON003026,EQ01189,Greater China,China,Full Maintenance,2023-03-01,2024-03-01,Renewed,4393.0
CON003027,EQ01189,Greater China,China,Full Maintenance,2024-03-01,2025-03-01,Cancelled,4393.0
CON003028,EQ01190,Americas,Mexico,Full Maintenance,2023-09-01,2024-09-01,Renewed,3476.0
CON003029,EQ01190,Americas,Mexico,Full Maintenance,2024-09-01,2025-09-01,Renewed,3476.0
CON003030,EQ01190,Americas,Mexico,Full Maintenance,2025-09-01,2026-09-01,Active,3476.0
CON003031,EQ01191,Greater China,China,Basic Maintenance,2020-04-01,2021-04-01,Renewed,2439.0
CON003032,EQ01191,Greater China,China,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2439.0
CON003033,EQ01191,Greater China,China,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2439.0
CON003034,EQ01192,Europe,Sweden,Basic Maintenance,2023-02-01,2024-02-01,Renewed,2610.0
CON003035,EQ01192,Europe,Sweden,Basic Maintenance,2024-02-01,2025-02-01,Renewed,2610.0
CON003036,EQ01192,Europe,Sweden,Basic Maintenance,2025-02-01,2026-02-01,Renewed,2610.0
CON003037,EQ01193,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,1964.0
CON003038,EQ01193,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Cancelled,1964.0
CON003039,EQ01195,Greater China,China,Basic Maintenance,2023-04-01,2024-04-01,Renewed,2672.0
CON003040,EQ01195,Greater China,China,Basic Maintenance,2024-04-01,2025-04-01,Renewed,2672.0
CON003041,EQ01195,Greater China,China,Basic Maintenance,2025-04-01,2026-04-01,Renewed,2672.0
CON003042,EQ01196,APMEA,Australia,Basic Maintenance,2023-03-01,2024-03-01,Renewed,3234.0
CON003043,EQ01196,APMEA,Australia,Basic Maintenance,2024-03-01,2025-03-01,Renewed,3234.0
CON003044,EQ01196,APMEA,Australia,Basic Maintenance,2025-03-01,2026-03-01,Cancelled,3234.0
CON003045,EQ01198,APMEA,South Korea,Full Maintenance,2021-12-01,2022-12-01,Renewed,4332.0
CON003046,EQ01198,APMEA,South Korea,Full Maintenance,2022-12-01,2023-12-01,Renewed,4332.0
CON003047,EQ01198,APMEA,South Korea,Full Maintenance,2023-12-01,2024-12-01,Renewed,4332.0
CON003048,EQ01199,Americas,Canada,Full Maintenance,2022-10-01,2023-10-01,Renewed,6316.0
CON003049,EQ01199,Americas,Canada,Full Maintenance,2023-10-01,2024-10-01,Renewed,6316.0
CON003050,EQ01199,Americas,Canada,Full Maintenance,2024-10-01,2025-10-01,Renewed,6316.0
CON003051,EQ01200,Greater China,China,Basic Maintenance,2022-11-01,2023-11-01,Renewed,2195.0
CON003052,EQ01200,Greater China,China,Basic Maintenance,2023-11-01,2024-11-01,Renewed,2195.0
CON003053,EQ01200,Greater China,China,Basic Maintenance,2024-11-01,2025-11-01,Renewed,2195.0
CON003054,EQ01201,Americas,Brazil,Basic Maintenance,2021-08-01,2022-08-01,Renewed,2214.0
CON003055,EQ01201,Americas,Brazil,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2214.0
CON003056,EQ01201,Americas,Brazil,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2214.0
CON003057,EQ01202,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,5868.0
CON003058,EQ01202,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,5868.0
CON003059,EQ01202,Greater China,China,Full Maintenance,2024-04-01,2025-04-01,Renewed,5868.0
CON003060,EQ01203,Greater China,China,Full Maintenance,2021-04-01,2022-04-01,Renewed,5082.0
CON003061,EQ01203,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,5082.0
CON003062,EQ01203,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,5082.0
CON003063,EQ01204,Greater China,China,Full Maintenance,2020-10-01,2021-10-01,Renewed,3033.0
CON003064,EQ01204,Greater China,China,Full Maintenance,2021-10-01,2022-10-01,Renewed,3033.0
CON003065,EQ01204,Greater China,China,Full Maintenance,2022-10-01,2023-10-01,Renewed,3033.0
CON003066,EQ01205,Europe,Netherlands,Basic Maintenance,2021-01-01,2022-01-01,Renewed,2274.0
CON003067,EQ01205,Europe,Netherlands,Basic Maintenance,2022-01-01,2023-01-01,Cancelled,2274.0
CON003068,EQ01206,Americas,USA,Basic Maintenance,2022-06-01,2023-06-01,Renewed,1683.0
CON003069,EQ01206,Americas,USA,Basic Maintenance,2023-06-01,2024-06-01,Renewed,1683.0
CON003070,EQ01206,Americas,USA,Basic Maintenance,2024-06-01,2025-06-01,Renewed,1683.0
CON003071,EQ01208,Europe,France,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2702.0
CON003072,EQ01208,Europe,France,Basic Maintenance,2024-07-01,2025-07-01,Renewed,2702.0
CON003073,EQ01208,Europe,France,Basic Maintenance,2025-07-01,2026-07-01,Active,2702.0
CON003074,EQ01209,Greater China,China,Basic Maintenance,2022-11-01,2023-11-01,Renewed,1579.0
CON003075,EQ01209,Greater China,China,Basic Maintenance,2023-11-01,2024-11-01,Cancelled,1579.0
CON003076,EQ01210,APMEA,Saudi Arabia,Full Maintenance,2021-07-01,2022-07-01,Renewed,5461.0
CON003077,EQ01210,APMEA,Saudi Arabia,Full Maintenance,2022-07-01,2023-07-01,Renewed,5461.0
CON003078,EQ01210,APMEA,Saudi Arabia,Full Maintenance,2023-07-01,2024-07-01,Renewed,5461.0
CON003079,EQ01211,Europe,France,Full Maintenance,2023-07-01,2024-07-01,Renewed,4733.0
CON003080,EQ01211,Europe,France,Full Maintenance,2024-07-01,2025-07-01,Renewed,4733.0
CON003081,EQ01211,Europe,France,Full Maintenance,2025-07-01,2026-07-01,Active,4733.0
CON003082,EQ01212,Europe,Finland,Full Maintenance,2020-12-01,2021-12-01,Renewed,4860.0
CON003083,EQ01212,Europe,Finland,Full Maintenance,2021-12-01,2022-12-01,Renewed,4860.0
CON003084,EQ01212,Europe,Finland,Full Maintenance,2022-12-01,2023-12-01,Renewed,4860.0
CON003085,EQ01213,Greater China,China,Basic Maintenance,2022-08-01,2023-08-01,Renewed,2113.0
CON003086,EQ01213,Greater China,China,Basic Maintenance,2023-08-01,2024-08-01,Renewed,2113.0
CON003087,EQ01213,Greater China,China,Basic Maintenance,2024-08-01,2025-08-01,Renewed,2113.0
CON003088,EQ01214,Americas,Mexico,Full Maintenance,2022-10-01,2023-10-01,Renewed,4563.0
CON003089,EQ01214,Americas,Mexico,Full Maintenance,2023-10-01,2024-10-01,Renewed,4563.0
CON003090,EQ01214,Americas,Mexico,Full Maintenance,2024-10-01,2025-10-01,Renewed,4563.0
CON003091,EQ01215,Americas,Brazil,Basic Maintenance,2023-09-01,2024-09-01,Renewed,2118.0
CON003092,EQ01215,Americas,Brazil,Basic Maintenance,2024-09-01,2025-09-01,Renewed,2118.0
CON003093,EQ01215,Americas,Brazil,Basic Maintenance,2025-09-01,2026-09-01,Active,2118.0
CON003094,EQ01216,Greater China,China,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2169.0
CON003095,EQ01216,Greater China,China,Basic Maintenance,2024-07-01,2025-07-01,Renewed,2169.0
CON003096,EQ01216,Greater China,China,Basic Maintenance,2025-07-01,2026-07-01,Active,2169.0
CON003097,EQ01217,Greater China,China,Full Maintenance,2020-09-01,2021-09-01,Renewed,3735.0
CON003098,EQ01217,Greater China,China,Full Maintenance,2021-09-01,2022-09-01,Renewed,3735.0
CON003099,EQ01217,Greater China,China,Full Maintenance,2022-09-01,2023-09-01,Renewed,3735.0
CON003100,EQ01219,Americas,USA,Basic Maintenance,2021-10-01,2022-10-01,Renewed,1842.0
CON003101,EQ01219,Americas,USA,Basic Maintenance,2022-10-01,2023-10-01,Renewed,1842.0
CON003102,EQ01219,Americas,USA,Basic Maintenance,2023-10-01,2024-10-01,Renewed,1842.0
CON003103,EQ01220,Greater China,China,Full Maintenance,2022-07-01,2023-07-01,Renewed,5093.0
CON003104,EQ01220,Greater China,China,Full Maintenance,2023-07-01,2024-07-01,Renewed,5093.0
CON003105,EQ01220,Greater China,China,Full Maintenance,2024-07-01,2025-07-01,Renewed,5093.0
CON003106,EQ01221,APMEA,UAE,Full Maintenance,2020-07-01,2021-07-01,Renewed,4277.0
CON003107,EQ01221,APMEA,UAE,Full Maintenance,2021-07-01,2022-07-01,Renewed,4277.0
CON003108,EQ01221,APMEA,UAE,Full Maintenance,2022-07-01,2023-07-01,Renewed,4277.0
CON003109,EQ01222,Greater China,China,Basic Maintenance,2021-05-01,2022-05-01,Renewed,2539.0
CON003110,EQ01222,Greater China,China,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2539.0
CON003111,EQ01222,Greater China,China,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2539.0
CON003112,EQ01223,Europe,Sweden,Full Maintenance,2020-11-01,2021-11-01,Renewed,5408.0
CON003113,EQ01223,Europe,Sweden,Full Maintenance,2021-11-01,2022-11-01,Renewed,5408.0
CON003114,EQ01223,Europe,Sweden,Full Maintenance,2022-11-01,2023-11-01,Renewed,5408.0
CON003115,EQ01224,APMEA,Australia,Full Maintenance,2020-08-01,2021-08-01,Renewed,4752.0
CON003116,EQ01224,APMEA,Australia,Full Maintenance,2021-08-01,2022-08-01,Renewed,4752.0
CON003117,EQ01224,APMEA,Australia,Full Maintenance,2022-08-01,2023-08-01,Renewed,4752.0
CON003118,EQ01225,Europe,France,Basic Maintenance,2021-01-01,2022-01-01,Renewed,2364.0
CON003119,EQ01225,Europe,France,Basic Maintenance,2022-01-01,2023-01-01,Renewed,2364.0
CON003120,EQ01225,Europe,France,Basic Maintenance,2023-01-01,2024-01-01,Renewed,2364.0
CON003121,EQ01227,Greater China,China,Full Maintenance,2023-01-01,2024-01-01,Renewed,3372.0
CON003122,EQ01227,Greater China,China,Full Maintenance,2024-01-01,2025-01-01,Renewed,3372.0
CON003123,EQ01227,Greater China,China,Full Maintenance,2025-01-01,2026-01-01,Renewed,3372.0
CON003124,EQ01229,APMEA,UAE,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2540.0
CON003125,EQ01229,APMEA,UAE,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2540.0
CON003126,EQ01229,APMEA,UAE,Basic Maintenance,2023-04-01,2024-04-01,Renewed,2540.0
CON003127,EQ01230,Europe,Sweden,Full Maintenance,2020-12-01,2021-12-01,Renewed,5264.0
CON003128,EQ01230,Europe,Sweden,Full Maintenance,2021-12-01,2022-12-01,Renewed,5264.0
CON003129,EQ01230,Europe,Sweden,Full Maintenance,2022-12-01,2023-12-01,Renewed,5264.0
CON003130,EQ01231,APMEA,India,Basic Maintenance,2022-09-01,2023-09-01,Renewed,3404.0
CON003131,EQ01231,APMEA,India,Basic Maintenance,2023-09-01,2024-09-01,Renewed,3404.0
CON003132,EQ01231,APMEA,India,Basic Maintenance,2024-09-01,2025-09-01,Renewed,3404.0
CON003133,EQ01232,Greater China,China,Full Maintenance,2023-07-01,2024-07-01,Renewed,4734.0
CON003134,EQ01232,Greater China,China,Full Maintenance,2024-07-01,2025-07-01,Renewed,4734.0
CON003135,EQ01232,Greater China,China,Full Maintenance,2025-07-01,2026-07-01,Active,4734.0
CON003136,EQ01233,Greater China,China,Full Maintenance,2020-06-01,2021-06-01,Renewed,2259.0
CON003137,EQ01233,Greater China,China,Full Maintenance,2021-06-01,2022-06-01,Renewed,2259.0
CON003138,EQ01233,Greater China,China,Full Maintenance,2022-06-01,2023-06-01,Renewed,2259.0
CON003139,EQ01234,Greater China,China,Basic Maintenance,2023-10-01,2024-10-01,Renewed,2745.0
CON003140,EQ01234,Greater China,China,Basic Maintenance,2024-10-01,2025-10-01,Renewed,2745.0
CON003141,EQ01234,Greater China,China,Basic Maintenance,2025-10-01,2026-10-01,Active,2745.0
CON003142,EQ01235,Americas,Brazil,Basic Maintenance,2021-07-01,2022-07-01,Renewed,1714.0
CON003143,EQ01235,Americas,Brazil,Basic Maintenance,2022-07-01,2023-07-01,Renewed,1714.0
CON003144,EQ01235,Americas,Brazil,Basic Maintenance,2023-07-01,2024-07-01,Renewed,1714.0
CON003145,EQ01236,Greater China,China,Full Maintenance,2021-04-01,2022-04-01,Renewed,5547.0
CON003146,EQ01236,Greater China,China,Full Maintenance,2022-04-01,2023-04-01,Renewed,5547.0
CON003147,EQ01236,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,5547.0
CON003148,EQ01238,Europe,Germany,Basic Maintenance,2020-09-01,2021-09-01,Renewed,2567.0
CON003149,EQ01238,Europe,Germany,Basic Maintenance,2021-09-01,2022-09-01,Renewed,2567.0
CON003150,EQ01238,Europe,Germany,Basic Maintenance,2022-09-01,2023-09-01,Renewed,2567.0
CON003151,EQ01240,Greater China,China,Full Maintenance,2020-05-01,2021-05-01,Renewed,5253.0
CON003152,EQ01240,Greater China,China,Full Maintenance,2021-05-01,2022-05-01,Cancelled,5253.0
CON003153,EQ01242,Americas,Brazil,Full Maintenance,2021-08-01,2022-08-01,Renewed,4780.0
CON003154,EQ01242,Americas,Brazil,Full Maintenance,2022-08-01,2023-08-01,Renewed,4780.0
CON003155,EQ01242,Americas,Brazil,Full Maintenance,2023-08-01,2024-08-01,Renewed,4780.0
CON003156,EQ01243,Americas,USA,Full Maintenance,2020-03-01,2021-03-01,Renewed,4552.0
CON003157,EQ01243,Americas,USA,Full Maintenance,2021-03-01,2022-03-01,Renewed,4552.0
CON003158,EQ01243,Americas,USA,Full Maintenance,2022-03-01,2023-03-01,Renewed,4552.0
CON003159,EQ01244,APMEA,South Korea,Basic Maintenance,2023-02-01,2024-02-01,Renewed,2373.0
CON003160,EQ01244,APMEA,South Korea,Basic Maintenance,2024-02-01,2025-02-01,Renewed,2373.0
CON003161,EQ01244,APMEA,South Korea,Basic Maintenance,2025-02-01,2026-02-01,Renewed,2373.0
CON003162,EQ01245,Americas,Mexico,Basic Maintenance,2020-04-01,2021-04-01,Renewed,2332.0
CON003163,EQ01245,Americas,Mexico,Basic Maintenance,2021-04-01,2022-04-01,Renewed,2332.0
CON003164,EQ01245,Americas,Mexico,Basic Maintenance,2022-04-01,2023-04-01,Renewed,2332.0
CON003165,EQ01246,Europe,Netherlands,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2099.0
CON003166,EQ01246,Europe,Netherlands,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2099.0
CON003167,EQ01246,Europe,Netherlands,Basic Maintenance,2024-05-01,2025-05-01,Renewed,2099.0
CON003168,EQ01247,Greater China,China,Full Maintenance,2023-02-01,2024-02-01,Renewed,5187.0
CON003169,EQ01247,Greater China,China,Full Maintenance,2024-02-01,2025-02-01,Renewed,5187.0
CON003170,EQ01247,Greater China,China,Full Maintenance,2025-02-01,2026-02-01,Cancelled,5187.0
CON003171,EQ01248,Greater China,China,Full Maintenance,2022-07-01,2023-07-01,Renewed,5291.0
CON003172,EQ01248,Greater China,China,Full Maintenance,2023-07-01,2024-07-01,Renewed,5291.0
CON003173,EQ01248,Greater China,China,Full Maintenance,2024-07-01,2025-07-01,Renewed,5291.0
CON003174,EQ01249,APMEA,South Korea,Basic Maintenance,2022-12-01,2023-12-01,Renewed,2793.0
CON003175,EQ01249,APMEA,South Korea,Basic Maintenance,2023-12-01,2024-12-01,Renewed,2793.0
CON003176,EQ01249,APMEA,South Korea,Basic Maintenance,2024-12-01,2025-12-01,Renewed,2793.0
CON003177,EQ01250,Europe,Finland,Full Maintenance,2020-01-01,2021-01-01,Renewed,6290.0
CON003178,EQ01250,Europe,Finland,Full Maintenance,2021-01-01,2022-01-01,Renewed,6290.0
CON003179,EQ01250,Europe,Finland,Full Maintenance,2022-01-01,2023-01-01,Renewed,6290.0
CON003180,EQ01251,Americas,USA,Basic Maintenance,2021-05-01,2022-05-01,Renewed,1885.0
CON003181,EQ01251,Americas,USA,Basic Maintenance,2022-05-01,2023-05-01,Renewed,1885.0
CON003182,EQ01251,Americas,USA,Basic Maintenance,2023-05-01,2024-05-01,Renewed,1885.0
CON003183,EQ01252,Europe,Netherlands,Full Maintenance,2021-02-01,2022-02-01,Renewed,5627.0
CON003184,EQ01252,Europe,Netherlands,Full Maintenance,2022-02-01,2023-02-01,Renewed,5627.0
CON003185,EQ01252,Europe,Netherlands,Full Maintenance,2023-02-01,2024-02-01,Renewed,5627.0
CON003186,EQ01254,Greater China,China,Basic Maintenance,2022-05-01,2023-05-01,Renewed,2197.0
CON003187,EQ01254,Greater China,China,Basic Maintenance,2023-05-01,2024-05-01,Renewed,2197.0
CON003188,EQ01254,Greater China,China,Basic Maintenance,2024-05-01,2025-05-01,Renewed,2197.0
CON003189,EQ01255,Americas,Canada,Basic Maintenance,2021-11-01,2022-11-01,Renewed,3459.0
CON003190,EQ01255,Americas,Canada,Basic Maintenance,2022-11-01,2023-11-01,Renewed,3459.0
CON003191,EQ01255,Americas,Canada,Basic Maintenance,2023-11-01,2024-11-01,Cancelled,3459.0
CON003192,EQ01257,Greater China,China,Basic Maintenance,2022-07-01,2023-07-01,Renewed,2703.0
CON003193,EQ01257,Greater China,China,Basic Maintenance,2023-07-01,2024-07-01,Renewed,2703.0
CON003194,EQ01257,Greater China,China,Basic Maintenance,2024-07-01,2025-07-01,Renewed,2703.0
CON003195,EQ01258,Europe,France,Full Maintenance,2022-01-01,2023-01-01,Renewed,5456.0
CON003196,EQ01258,Europe,France,Full Maintenance,2023-01-01,2024-01-01,Renewed,5456.0
CON003197,EQ01258,Europe,France,Full Maintenance,2024-01-01,2025-01-01,Renewed,5456.0
CON003198,EQ01259,Greater China,China,Full Maintenance,2023-04-01,2024-04-01,Renewed,4412.0
CON003199,EQ01259,Greater China,China,Full Maintenance,2024-04-01,2025-04-01,Renewed,4412.0
CON003200,EQ01259,Greater China,China,Full Maintenance,2025-04-01,2026-04-01,Renewed,4412.0
CON003201,EQ01260,Europe,Sweden,Basic Maintenance,2022-06-01,2023-06-01,Renewed,2156.0
CON003202,EQ01260,Europe,Sweden,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2156.0
CON003203,EQ01260,Europe,Sweden,Basic Maintenance,2024-06-01,2025-06-01,Cancelled,2156.0
CON003204,EQ01261,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,3917.0
CON003205,EQ01261,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,3917.0
CON003206,EQ01261,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,3917.0
CON003207,EQ01262,Americas,Canada,Basic Maintenance,2020-10-01,2021-10-01,Renewed,3750.0
CON003208,EQ01262,Americas,Canada,Basic Maintenance,2021-10-01,2022-10-01,Renewed,3750.0
CON003209,EQ01262,Americas,Canada,Basic Maintenance,2022-10-01,2023-10-01,Cancelled,3750.0
CON003210,EQ01263,Greater China,China,Full Maintenance,2021-05-01,2022-05-01,Renewed,5920.0
CON003211,EQ01263,Greater China,China,Full Maintenance,2022-05-01,2023-05-01,Renewed,5920.0
CON003212,EQ01263,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,5920.0
CON003213,EQ01264,Europe,France,Full Maintenance,2020-08-01,2021-08-01,Renewed,4088.0
CON003214,EQ01264,Europe,France,Full Maintenance,2021-08-01,2022-08-01,Cancelled,4088.0
CON003215,EQ01265,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,4795.0
CON003216,EQ01265,Greater China,China,Full Maintenance,2023-08-01,2024-08-01,Renewed,4795.0
CON003217,EQ01265,Greater China,China,Full Maintenance,2024-08-01,2025-08-01,Renewed,4795.0
CON003218,EQ01267,Greater China,China,Basic Maintenance,2022-06-01,2023-06-01,Renewed,1583.0
CON003219,EQ01267,Greater China,China,Basic Maintenance,2023-06-01,2024-06-01,Renewed,1583.0
CON003220,EQ01267,Greater China,China,Basic Maintenance,2024-06-01,2025-06-01,Renewed,1583.0
CON003221,EQ01270,Greater China,China,Full Maintenance,2021-07-01,2022-07-01,Renewed,5111.0
CON003222,EQ01270,Greater China,China,Full Maintenance,2022-07-01,2023-07-01,Renewed,5111.0
CON003223,EQ01270,Greater China,China,Full Maintenance,2023-07-01,2024-07-01,Renewed,5111.0
CON003224,EQ01271,Americas,Brazil,Full Maintenance,2022-09-01,2023-09-01,Renewed,4365.0
CON003225,EQ01271,Americas,Brazil,Full Maintenance,2023-09-01,2024-09-01,Renewed,4365.0
CON003226,EQ01271,Americas,Brazil,Full Maintenance,2024-09-01,2025-09-01,Renewed,4365.0
CON003227,EQ01272,APMEA,Saudi Arabia,Basic Maintenance,2023-06-01,2024-06-01,Renewed,2537.0
CON003228,EQ01272,APMEA,Saudi Arabia,Basic Maintenance,2024-06-01,2025-06-01,Renewed,2537.0
CON003229,EQ01272,APMEA,Saudi Arabia,Basic Maintenance,2025-06-01,2026-06-01,Active,2537.0
CON003230,EQ01274,Greater China,China,Full Maintenance,2023-05-01,2024-05-01,Renewed,4206.0
CON003231,EQ01274,Greater China,China,Full Maintenance,2024-05-01,2025-05-01,Renewed,4206.0
CON003232,EQ01274,Greater China,China,Full Maintenance,2025-05-01,2026-05-01,Cancelled,4206.0
CON003233,EQ01276,Greater China,China,Full Maintenance,2021-06-01,2022-06-01,Renewed,4343.0
CON003234,EQ01276,Greater China,China,Full Maintenance,2022-06-01,2023-06-01,Renewed,4343.0
CON003235,EQ01276,Greater China,China,Full Maintenance,2023-06-01,2024-06-01,Cancelled,4343.0
CON003236,EQ01277,Greater China,China,Full Maintenance,2022-11-01,2023-11-01,Renewed,4027.0
CON003237,EQ01277,Greater China,China,Full Maintenance,2023-11-01,2024-11-01,Renewed,4027.0
CON003238,EQ01277,Greater China,China,Full Maintenance,2024-11-01,2025-11-01,Renewed,4027.0
CON003239,EQ01278,APMEA,UAE,Basic Maintenance,2023-03-01,2024-03-01,Renewed,2736.0
CON003240,EQ01278,APMEA,UAE,Basic Maintenance,2024-03-01,2025-03-01,Renewed,2736.0
CON003241,EQ01278,APMEA,UAE,Basic Maintenance,2025-03-01,2026-03-01,Renewed,2736.0
CON003242,EQ01279,Greater China,China,Full Maintenance,2020-08-01,2021-08-01,Renewed,5152.0
CON003243,EQ01279,Greater China,China,Full Maintenance,2021-08-01,2022-08-01,Renewed,5152.0
CON003244,EQ01279,Greater China,China,Full Maintenance,2022-08-01,2023-08-01,Renewed,5152.0
CON003245,EQ01280,Europe,Netherlands,Full Maintenance,2022-08-01,2023-08-01,Renewed,4575.0
CON003246,EQ01280,Europe,Netherlands,Full Maintenance,2023-08-01,2024-08-01,Renewed,4575.0
CON003247,EQ01280,Europe,Netherlands,Full Maintenance,2024-08-01,2025-08-01,Renewed,4575.0
CON003248,EQ01281,Europe,Sweden,Full Maintenance,2021-03-01,2022-03-01,Renewed,5014.0
CON003249,EQ01281,Europe,Sweden,Full Maintenance,2022-03-01,2023-03-01,Renewed,5014.0
CON003250,EQ01281,Europe,Sweden,Full Maintenance,2023-03-01,2024-03-01,Renewed,5014.0
CON003251,EQ01282,Americas,USA,Full Maintenance,2023-06-01,2024-06-01,Renewed,4679.0
CON003252,EQ01282,Americas,USA,Full Maintenance,2024-06-01,2025-06-01,Renewed,4679.0
