call_id,equipment_id,region,country,call_date,year,month,call_type,resolution_hours,first_time_fix,technician_id
C0007918,EQ00825,Europe,Finland,2023-06-06,2023,6,Planned Maintenance,7.45,True,T0152
C0007919,EQ00825,Europe,Finland,2023-07-11,2023,7,Planned Maintenance,0.77,False,T0028
C0007920,EQ00825,Europe,Finland,2023-10-24,2023,10,Planned Maintenance,0.5,False,T0165
C0007921,EQ00825,Europe,Finland,2024-03-09,2024,3,Planned Maintenance,3.43,False,T0163
C0007922,EQ00825,Europe,Finland,2024-05-18,2024,5,Planned Maintenance,1.04,True,T0181
C0007923,EQ00825,Europe,Finland,2024-08-07,2024,8,Planned Maintenance,0.7,True,T0173
C0007924,EQ00825,Europe,Finland,2024-10-12,2024,10,Planned Maintenance,0.81,True,T0015
C0007925,EQ00825,Europe,Finland,2025-03-20,2025,3,Planned Maintenance,0.73,True,T0065
C0007926,EQ00825,Europe,Finland,2025-06-24,2025,6,Planned Maintenance,8.09,True,T0065
C0007927,EQ00825,Europe,Finland,2025-09-01,2025,9,Planned Maintenance,2.47,True,T0161
C0007928,EQ00825,Europe,Finland,2025-10-18,2025,10,Planned Maintenance,1.1,True,T0127
C0007929,EQ00826,APMEA,South Korea,2023-02-07,2023,2,Planned Maintenance,6.35,False,T0197
C0007930,EQ00826,APMEA,South Korea,2023-06-11,2023,6,Planned Maintenance,3.22,True,T0123
C0007931,EQ00826,APMEA,South Korea,2023-08-15,2023,8,Planned Maintenance,1.11,True,T0174
C0007932,EQ00826,APMEA,South Korea,2023-10-23,2023,10,Planned Maintenance,0.5,True,T0165
C0007933,EQ00826,APMEA,South Korea,2024-01-19,2024,1,Planned Maintenance,12.63,True,T0037
C0007934,EQ00826,APMEA,South Korea,2024-04-05,2024,4,Planned Maintenance,2.71,True,T0154
C0007935,EQ00826,APMEA,South Korea,2024-08-21,2024,8,Planned Maintenance,0.5,True,T0107
C0007936,EQ00826,APMEA,South Korea,2024-10-01,2024,10,Planned Maintenance,10.96,False,T0142
C0007937,EQ00826,APMEA,South Korea,2025-02-19,2025,2,Planned Maintenance,1.13,True,T0116
C0007938,EQ00826,APMEA,South Korea,2025-04-25,2025,4,Planned Maintenance,0.5,True,T0159
C0007939,EQ00826,APMEA,South Korea,2025-08-15,2025,8,Planned Maintenance,2.78,True,T0057
C0007940,EQ00826,APMEA,South Korea,2025-10-07,2025,10,Planned Maintenance,8.29,True,T0020
C0007941,EQ00826,APMEA,South Korea,2025-01-14,2025,1,Emergency,2.13,True,T0156
C0007942,EQ00827,Greater China,China,2023-01-05,2023,1,Planned Maintenance,2.22,True,T0128
C0007943,EQ00827,Greater China,China,2023-08-14,2023,8,Planned Maintenance,1.04,True,T0075
C0007944,EQ00827,Greater China,China,2024-03-05,2024,3,Planned Maintenance,1.03,True,T0071
C0007945,EQ00827,Greater China,China,2024-09-18,2024,9,Planned Maintenance,0.5,True,T0060
C0007946,EQ00827,Greater China,China,2025-03-13,2025,3,Planned Maintenance,1.89,True,T0015
C0007947,EQ00827,Greater China,China,2025-08-09,2025,8,Planned Maintenance,0.5,True,T0009
C0007948,EQ00828,Greater China,China,2023-02-25,2023,2,Planned Maintenance,1.5,True,T0054
C0007949,EQ00828,Greater China,China,2023-09-18,2023,9,Planned Maintenance,1.47,True,T0020
C0007950,EQ00828,Greater China,China,2024-02-25,2024,2,Planned Maintenance,0.85,True,T0171
C0007951,EQ00828,Greater China,China,2024-07-14,2024,7,Planned Maintenance,0.55,True,T0106
C0007952,EQ00828,Greater China,China,2024-04-15,2024,4,Breakdown,1.96,True,T0131
C0007953,EQ00828,Greater China,China,2025-01-19,2025,1,Planned Maintenance,3.05,True,T0151
C0007954,EQ00828,Greater China,China,2025-07-25,2025,7,Planned Maintenance,0.5,True,T0085
C0007955,EQ00829,Americas,Mexico,2023-03-11,2023,3,Planned Maintenance,1.13,True,T0190
C0007956,EQ00829,Americas,Mexico,2023-05-06,2023,5,Planned Maintenance,2.81,True,T0070
C0007957,EQ00829,Americas,Mexico,2023-09-02,2023,9,Planned Maintenance,0.5,True,T0111
C0007958,EQ00829,Americas,Mexico,2023-10-06,2023,10,Planned Maintenance,5.34,True,T0050
C0007959,EQ00829,Americas,Mexico,2024-02-23,2024,2,Planned Maintenance,3.76,True,T0026
C0007960,EQ00829,Americas,Mexico,2024-06-26,2024,6,Planned Maintenance,0.5,True,T0180
C0007961,EQ00829,Americas,Mexico,2024-09-24,2024,9,Planned Maintenance,8.03,False,T0198
C0007962,EQ00829,Americas,Mexico,2024-10-06,2024,10,Planned Maintenance,0.5,True,T0131
C0007963,EQ00829,Americas,Mexico,2025-02-09,2025,2,Planned Maintenance,3.71,True,T0042
C0007964,EQ00829,Americas,Mexico,2025-05-14,2025,5,Planned Maintenance,1.12,True,T0148
C0007965,EQ00829,Americas,Mexico,2025-08-03,2025,8,Planned Maintenance,0.5,True,T0167
C0007966,EQ00829,Americas,Mexico,2025-12-07,2025,12,Planned Maintenance,9.43,True,T0129
C0007967,EQ00830,Europe,France,2023-02-24,2023,2,Planned Maintenance,0.5,False,T0136
C0007968,EQ00830,Europe,France,2023-08-13,2023,8,Emergency,1.41,False,T0028
C0007969,EQ00830,Europe,France,2023-12-14,2023,12,Emergency,2.22,True,T0038
C0007970,EQ00830,Europe,France,2024-02-01,2024,2,Planned Maintenance,0.5,False,T0151
C0007971,EQ00830,Europe,France,2025-03-05,2025,3,Planned Maintenance,0.5,True,T0101
C0007972,EQ00831,Greater China,China,2023-02-15,2023,2,Planned Maintenance,0.5,True,T0172
C0007973,EQ00831,Greater China,China,2023-06-09,2023,6,Planned Maintenance,0.81,True,T0189
C0007974,EQ00831,Greater China,China,2023-07-01,2023,7,Planned Maintenance,0.59,True,T0166
C0007975,EQ00831,Greater China,China,2023-10-27,2023,10,Planned Maintenance,5.02,True,T0108
C0007976,EQ00831,Greater China,China,2024-03-20,2024,3,Planned Maintenance,0.97,True,T0159
C0007977,EQ00831,Greater China,China,2024-05-17,2024,5,Planned Maintenance,6.32,True,T0102
C0007978,EQ00831,Greater China,China,2024-07-12,2024,7,Planned Maintenance,4.21,True,T0117
C0007979,EQ00831,Greater China,China,2024-11-18,2024,11,Planned Maintenance,0.5,False,T0158
C0007980,EQ00831,Greater China,China,2025-02-02,2025,2,Planned Maintenance,2.61,True,T0047
C0007981,EQ00831,Greater China,China,2025-04-26,2025,4,Planned Maintenance,2.26,True,T0125
C0007982,EQ00831,Greater China,China,2025-08-07,2025,8,Planned Maintenance,0.5,True,T0113
C0007983,EQ00831,Greater China,China,2025-12-11,2025,12,Planned Maintenance,1.73,True,T0152
C0007984,EQ00832,Europe,Poland,2023-02-20,2023,2,Planned Maintenance,0.75,False,T0125
C0007985,EQ00832,Europe,Poland,2023-05-15,2023,5,Planned Maintenance,0.5,True,T0152
C0007986,EQ00832,Europe,Poland,2023-09-18,2023,9,Planned Maintenance,12.22,True,T0096
C0007987,EQ00832,Europe,Poland,2023-10-05,2023,10,Planned Maintenance,0.5,True,T0092
C0007988,EQ00832,Europe,Poland,2024-02-15,2024,2,Planned Maintenance,8.97,False,T0003
C0007989,EQ00832,Europe,Poland,2024-05-24,2024,5,Planned Maintenance,8.37,True,T0008
C0007990,EQ00832,Europe,Poland,2024-09-12,2024,9,Planned Maintenance,6.91,False,T0166
C0007991,EQ00832,Europe,Poland,2024-10-11,2024,10,Planned Maintenance,4.33,True,T0099
C0007992,EQ00832,Europe,Poland,2025-01-14,2025,1,Planned Maintenance,0.95,True,T0099
C0007993,EQ00832,Europe,Poland,2025-06-27,2025,6,Planned Maintenance,3.8,True,T0018
C0007994,EQ00832,Europe,Poland,2025-09-16,2025,9,Planned Maintenance,4.88,False,T0054
C0007995,EQ00832,Europe,Poland,2025-12-22,2025,12,Planned Maintenance,0.82,True,T0151
C0007996,EQ00833,Greater China,China,2023-01-16,2023,1,Planned Maintenance,3.0,True,T0182
C0007997,EQ00833,Greater China,China,2023-05-27,2023,5,Planned Maintenance,0.5,True,T0062
C0007998,EQ00833,Greater China,China,2023-08-20,2023,8,Planned Maintenance,2.3,True,T0033
C0007999,EQ00833,Greater China,China,2023-12-26,2023,12,Planned Maintenance,0.91,True,T0049
C0008000,EQ00833,Greater China,China,2024-02-25,2024,2,Planned Maintenance,8.83,True,T0111
C0008001,EQ00833,Greater China,China,2024-04-05,2024,4,Planned Maintenance,1.07,True,T0013
C0008002,EQ00833,Greater China,China,2024-09-16,2024,9,Planned Maintenance,1.75,True,T0152
C0008003,EQ00833,Greater China,China,2024-12-07,2024,12,Planned Maintenance,1.4,True,T0147
C0008004,EQ00833,Greater China,China,2025-02-09,2025,2,Planned Maintenance,0.94,True,T0093
C0008005,EQ00833,Greater China,China,2025-06-24,2025,6,Planned Maintenance,2.53,True,T0114
C0008006,EQ00833,Greater China,China,2025-08-04,2025,8,Planned Maintenance,4.49,False,T0001
C0008007,EQ00833,Greater China,China,2025-11-21,2025,11,Planned Maintenance,2.18,True,T0161
C0008008,EQ00834,Greater China,China,2023-03-22,2023,3,Planned Maintenance,0.59,False,T0012
C0008009,EQ00834,Greater China,China,2024-01-13,2024,1,Planned Maintenance,0.5,True,T0043
C0008010,EQ00834,Greater China,China,2025-01-23,2025,1,Planned Maintenance,0.5,True,T0155
C0008011,EQ00835,Europe,France,2023-02-18,2023,2,Planned Maintenance,2.91,True,T0171
C0008012,EQ00835,Europe,France,2023-06-25,2023,6,Planned Maintenance,1.21,True,T0044
C0008013,EQ00835,Europe,France,2023-07-17,2023,7,Planned Maintenance,0.5,True,T0066
C0008014,EQ00835,Europe,France,2023-11-23,2023,11,Planned Maintenance,5.12,True,T0191
C0008015,EQ00835,Europe,France,2024-01-19,2024,1,Planned Maintenance,1.78,False,T0159
C0008016,EQ00835,Europe,France,2024-04-17,2024,4,Planned Maintenance,1.84,True,T0070
C0008017,EQ00835,Europe,France,2024-09-25,2024,9,Planned Maintenance,2.17,True,T0145
C0008018,EQ00835,Europe,France,2024-10-26,2024,10,Planned Maintenance,2.18,True,T0153
C0008019,EQ00835,Europe,France,2025-02-10,2025,2,Planned Maintenance,2.6,True,T0112
C0008020,EQ00835,Europe,France,2025-04-16,2025,4,Planned Maintenance,0.5,True,T0166
C0008021,EQ00835,Europe,France,2025-08-12,2025,8,Planned Maintenance,0.5,True,T0009
C0008022,EQ00835,Europe,France,2025-10-24,2025,10,Planned Maintenance,4.14,True,T0135
C0008023,EQ00836,Europe,France,2023-01-19,2023,1,Planned Maintenance,0.75,False,T0109
C0008024,EQ00836,Europe,France,2023-08-08,2023,8,Planned Maintenance,2.06,True,T0138
C0008025,EQ00836,Europe,France,2023-11-23,2023,11,Entrapment,1.09,True,T0045
C0008026,EQ00836,Europe,France,2024-02-27,2024,2,Planned Maintenance,0.58,True,T0002
C0008027,EQ00836,Europe,France,2024-07-16,2024,7,Planned Maintenance,3.52,True,T0121
C0008028,EQ00836,Europe,France,2024-06-09,2024,6,Emergency,2.39,True,T0022
C0008029,EQ00836,Europe,France,2024-09-24,2024,9,Breakdown,1.8,True,T0169
C0008030,EQ00836,Europe,France,2025-01-13,2025,1,Planned Maintenance,1.62,True,T0026
C0008031,EQ00836,Europe,France,2025-08-19,2025,8,Planned Maintenance,8.45,True,T0031
C0008032,EQ00837,APMEA,South Korea,2023-03-18,2023,3,Planned Maintenance,1.31,True,T0148
C0008033,EQ00837,APMEA,South Korea,2023-05-02,2023,5,Planned Maintenance,9.09,True,T0019
C0008034,EQ00837,APMEA,South Korea,2023-09-20,2023,9,Planned Maintenance,1.16,True,T0092
C0008035,EQ00837,APMEA,South Korea,2023-10-20,2023,10,Planned Maintenance,0.5,True,T0042
C0008036,EQ00837,APMEA,South Korea,2024-02-18,2024,2,Planned Maintenance,3.78,True,T0022
C0008037,EQ00837,APMEA,South Korea,2024-04-02,2024,4,Planned Maintenance,1.79,False,T0026
C0008038,EQ00837,APMEA,South Korea,2024-09-07,2024,9,Planned Maintenance,3.75,True,T0158
C0008039,EQ00837,APMEA,South Korea,2024-10-01,2024,10,Planned Maintenance,0.5,True,T0146
C0008040,EQ00837,APMEA,South Korea,2025-03-18,2025,3,Planned Maintenance,0.5,True,T0160
C0008041,EQ00837,APMEA,South Korea,2025-04-10,2025,4,Planned Maintenance,4.19,False,T0145
C0008042,EQ00837,APMEA,South Korea,2025-09-10,2025,9,Planned Maintenance,1.56,True,T0050
C0008043,EQ00837,APMEA,South Korea,2025-12-04,2025,12,Planned Maintenance,0.5,True,T0053
C0008044,EQ00838,Greater China,China,2023-03-02,2023,3,Planned Maintenance,0.77,True,T0004
C0008045,EQ00838,Greater China,China,2023-06-14,2023,6,Planned Maintenance,0.77,True,T0099
C0008046,EQ00838,Greater China,China,2023-09-13,2023,9,Planned Maintenance,12.69,True,T0021
C0008047,EQ00838,Greater China,China,2023-10-02,2023,10,Planned Maintenance,1.22,True,T0118
C0008048,EQ00838,Greater China,China,2024-01-12,2024,1,Planned Maintenance,0.5,True,T0101
C0008049,EQ00838,Greater China,China,2024-04-24,2024,4,Planned Maintenance,0.5,True,T0124
C0008050,EQ00838,Greater China,China,2024-09-17,2024,9,Planned Maintenance,0.5,True,T0154
C0008051,EQ00838,Greater China,China,2024-10-27,2024,10,Planned Maintenance,1.92,True,T0173
C0008052,EQ00838,Greater China,China,2025-01-18,2025,1,Planned Maintenance,3.9,True,T0031
C0008053,EQ00838,Greater China,China,2025-05-04,2025,5,Planned Maintenance,2.39,True,T0116
C0008054,EQ00838,Greater China,China,2025-09-12,2025,9,Planned Maintenance,1.19,True,T0160
C0008055,EQ00838,Greater China,China,2025-10-02,2025,10,Planned Maintenance,1.34,True,T0063
C0008056,EQ00839,Europe,Poland,2023-01-12,2023,1,Planned Maintenance,3.24,True,T0045
C0008057,EQ00839,Europe,Poland,2023-06-07,2023,6,Planned Maintenance,10.65,True,T0121
C0008058,EQ00839,Europe,Poland,2023-07-20,2023,7,Planned Maintenance,3.15,True,T0050
C0008059,EQ00839,Europe,Poland,2023-12-16,2023,12,Planned Maintenance,1.51,True,T0082
C0008060,EQ00839,Europe,Poland,2023-08-08,2023,8,Emergency,7.01,True,T0191
C0008061,EQ00839,Europe,Poland,2024-03-01,2024,3,Planned Maintenance,1.15,True,T0188
C0008062,EQ00839,Europe,Poland,2024-06-18,2024,6,Planned Maintenance,4.16,True,T0190
C0008063,EQ00839,Europe,Poland,2024-09-17,2024,9,Planned Maintenance,2.56,True,T0083
C0008064,EQ00839,Europe,Poland,2024-11-08,2024,11,Planned Maintenance,0.5,True,T0161
C0008065,EQ00839,Europe,Poland,2025-02-12,2025,2,Planned Maintenance,0.95,True,T0162
C0008066,EQ00839,Europe,Poland,2025-05-03,2025,5,Planned Maintenance,8.62,True,T0044
C0008067,EQ00839,Europe,Poland,2025-09-14,2025,9,Planned Maintenance,7.39,True,T0087
C0008068,EQ00839,Europe,Poland,2025-11-16,2025,11,Planned Maintenance,1.37,True,T0161
C0008069,EQ00840,Europe,Sweden,2023-02-03,2023,2,Planned Maintenance,6.33,True,T0040
C0008070,EQ00840,Europe,Sweden,2023-07-18,2023,7,Planned Maintenance,2.9,True,T0021
C0008071,EQ00840,Europe,Sweden,2023-10-09,2023,10,Breakdown,3.4,True,T0070
C0008072,EQ00840,Europe,Sweden,2023-07-01,2023,7,Entrapment,2.68,True,T0181
C0008073,EQ00840,Europe,Sweden,2024-03-12,2024,3,Planned Maintenance,2.43,True,T0036
C0008074,EQ00840,Europe,Sweden,2024-08-20,2024,8,Planned Maintenance,0.5,True,T0055
C0008075,EQ00840,Europe,Sweden,2024-07-09,2024,7,Breakdown,3.22,False,T0059
C0008076,EQ00840,Europe,Sweden,2025-03-11,2025,3,Planned Maintenance,0.5,True,T0013
C0008077,EQ00840,Europe,Sweden,2025-09-27,2025,9,Planned Maintenance,4.67,True,T0154
C0008078,EQ00841,Greater China,China,2023-02-26,2023,2,Planned Maintenance,3.91,True,T0167
C0008079,EQ00841,Greater China,China,2023-06-07,2023,6,Planned Maintenance,0.54,True,T0140
C0008080,EQ00841,Greater China,China,2023-07-12,2023,7,Planned Maintenance,2.83,True,T0062
C0008081,EQ00841,Greater China,China,2023-12-13,2023,12,Planned Maintenance,0.5,True,T0068
C0008082,EQ00841,Greater China,China,2023-02-22,2023,2,Breakdown,0.5,False,T0179
C0008083,EQ00841,Greater China,China,2024-02-10,2024,2,Planned Maintenance,4.93,True,T0014
C0008084,EQ00841,Greater China,China,2024-06-11,2024,6,Planned Maintenance,0.6,True,T0184
C0008085,EQ00841,Greater China,China,2024-07-14,2024,7,Planned Maintenance,1.67,True,T0147
C0008086,EQ00841,Greater China,China,2024-10-03,2024,10,Planned Maintenance,0.5,True,T0033
C0008087,EQ00841,Greater China,China,2025-02-07,2025,2,Planned Maintenance,0.52,True,T0073
C0008088,EQ00841,Greater China,China,2025-04-15,2025,4,Planned Maintenance,0.5,True,T0102
C0008089,EQ00841,Greater China,China,2025-09-27,2025,9,Planned Maintenance,3.05,True,T0151
C0008090,EQ00841,Greater China,China,2025-10-11,2025,10,Planned Maintenance,8.9,True,T0099
C0008091,EQ00842,Americas,USA,2023-03-03,2023,3,Planned Maintenance,0.9,True,T0149
C0008092,EQ00842,Americas,USA,2023-05-24,2023,5,Planned Maintenance,0.5,True,T0044
C0008093,EQ00842,Americas,USA,2023-09-04,2023,9,Planned Maintenance,1.33,True,T0177
C0008094,EQ00842,Americas,USA,2023-11-10,2023,11,Planned Maintenance,3.25,True,T0148
C0008095,EQ00842,Americas,USA,2024-01-04,2024,1,Planned Maintenance,0.64,True,T0136
C0008096,EQ00842,Americas,USA,2024-04-15,2024,4,Planned Maintenance,0.5,True,T0017
C0008097,EQ00842,Americas,USA,2024-07-07,2024,7,Planned Maintenance,2.6,True,T0061
C0008098,EQ00842,Americas,USA,2024-12-05,2024,12,Planned Maintenance,0.62,True,T0014
C0008099,EQ00842,Americas,USA,2025-02-06,2025,2,Planned Maintenance,3.06,True,T0144
C0008100,EQ00842,Americas,USA,2025-06-22,2025,6,Planned Maintenance,0.74,True,T0166
C0008101,EQ00842,Americas,USA,2025-08-21,2025,8,Planned Maintenance,0.5,True,T0004
C0008102,EQ00842,Americas,USA,2025-11-13,2025,11,Planned Maintenance,1.99,True,T0031
C0008103,EQ00843,Greater China,China,2023-03-11,2023,3,Planned Maintenance,15.17,False,T0186
C0008104,EQ00843,Greater China,China,2023-06-22,2023,6,Planned Maintenance,0.55,True,T0161
C0008105,EQ00843,Greater China,China,2023-08-17,2023,8,Planned Maintenance,0.72,True,T0084
C0008106,EQ00843,Greater China,China,2023-11-19,2023,11,Planned Maintenance,4.14,True,T0185
C0008107,EQ00843,Greater China,China,2024-02-15,2024,2,Planned Maintenance,5.67,True,T0180
C0008108,EQ00843,Greater China,China,2024-06-20,2024,6,Planned Maintenance,5.93,True,T0113
C0008109,EQ00843,Greater China,China,2024-08-24,2024,8,Planned Maintenance,1.24,True,T0112
C0008110,EQ00843,Greater China,China,2024-10-17,2024,10,Planned Maintenance,2.57,True,T0134
C0008111,EQ00843,Greater China,China,2025-01-08,2025,1,Planned Maintenance,5.58,True,T0048
C0008112,EQ00843,Greater China,China,2025-05-07,2025,5,Planned Maintenance,0.5,True,T0190
C0008113,EQ00843,Greater China,China,2025-07-25,2025,7,Planned Maintenance,11.17,True,T0138
C0008114,EQ00843,Greater China,China,2025-10-18,2025,10,Planned Maintenance,3.03,True,T0023
C0008115,EQ00844,APMEA,Saudi Arabia,2023-01-26,2023,1,Planned Maintenance,6.98,True,T0171
C0008116,EQ00844,APMEA,Saudi Arabia,2023-12-14,2023,12,Breakdown,3.97,True,T0197
C0008117,EQ00844,APMEA,Saudi Arabia,2024-03-09,2024,3,Planned Maintenance,2.91,True,T0065
C0008118,EQ00844,APMEA,Saudi Arabia,2025-01-11,2025,1,Planned Maintenance,0.87,True,T0175
C0008119,EQ00845,Greater China,China,2023-02-24,2023,2,Planned Maintenance,4.03,False,T0059
C0008120,EQ00845,Greater China,China,2023-05-04,2023,5,Planned Maintenance,2.08,True,T0084
C0008121,EQ00845,Greater China,China,2023-08-01,2023,8,Planned Maintenance,3.3,True,T0155
C0008122,EQ00845,Greater China,China,2023-12-01,2023,12,Planned Maintenance,10.79,False,T0179
C0008123,EQ00845,Greater China,China,2024-03-26,2024,3,Planned Maintenance,10.24,True,T0139
C0008124,EQ00845,Greater China,China,2024-05-08,2024,5,Planned Maintenance,2.59,True,T0106
C0008125,EQ00845,Greater China,China,2024-07-08,2024,7,Planned Maintenance,0.5,True,T0089
C0008126,EQ00845,Greater China,China,2024-11-10,2024,11,Planned Maintenance,0.5,False,T0172
C0008127,EQ00845,Greater China,China,2025-02-10,2025,2,Planned Maintenance,3.9,True,T0174
C0008128,EQ00845,Greater China,China,2025-04-27,2025,4,Planned Maintenance,4.66,True,T0191
C0008129,EQ00845,Greater China,China,2025-07-07,2025,7,Planned Maintenance,2.73,False,T0032
C0008130,EQ00845,Greater China,China,2025-10-10,2025,10,Planned Maintenance,0.5,True,T0102
C0008131,EQ00845,Greater China,China,2025-06-29,2025,6,Breakdown,2.02,False,T0078
C0008132,EQ00846,Europe,France,2023-02-27,2023,2,Planned Maintenance,0.61,False,T0059
C0008133,EQ00846,Europe,France,2023-05-07,2023,5,Planned Maintenance,1.36,True,T0068
C0008134,EQ00846,Europe,France,2023-08-06,2023,8,Planned Maintenance,0.8,True,T0140
C0008135,EQ00846,Europe,France,2023-10-24,2023,10,Planned Maintenance,0.68,True,T0133
C0008136,EQ00846,Europe,France,2024-01-16,2024,1,Planned Maintenance,0.74,True,T0153
C0008137,EQ00846,Europe,France,2024-05-12,2024,5,Planned Maintenance,2.49,False,T0084
C0008138,EQ00846,Europe,France,2024-08-03,2024,8,Planned Maintenance,0.5,False,T0095
C0008139,EQ00846,Europe,France,2024-10-11,2024,10,Planned Maintenance,1.37,True,T0082
C0008140,EQ00846,Europe,France,2025-02-04,2025,2,Planned Maintenance,0.5,True,T0081
C0008141,EQ00846,Europe,France,2025-04-24,2025,4,Planned Maintenance,14.95,True,T0018
C0008142,EQ00846,Europe,France,2025-07-09,2025,7,Planned Maintenance,0.74,True,T0113
C0008143,EQ00846,Europe,France,2025-10-27,2025,10,Planned Maintenance,6.16,True,T0161
C0008144,EQ00847,Greater China,China,2023-01-11,2023,1,Planned Maintenance,1.87,True,T0191
C0008145,EQ00847,Greater China,China,2023-05-24,2023,5,Planned Maintenance,1.36,True,T0145
C0008146,EQ00847,Greater China,China,2023-07-14,2023,7,Planned Maintenance,0.5,True,T0044
C0008147,EQ00847,Greater China,China,2023-11-03,2023,11,Planned Maintenance,2.53,False,T0001
C0008148,EQ00847,Greater China,China,2024-03-24,2024,3,Planned Maintenance,3.39,True,T0031
C0008149,EQ00847,Greater China,China,2024-04-14,2024,4,Planned Maintenance,1.36,True,T0088
C0008150,EQ00847,Greater China,China,2024-09-14,2024,9,Planned Maintenance,4.24,False,T0070
C0008151,EQ00847,Greater China,China,2024-11-22,2024,11,Planned Maintenance,3.23,True,T0143
C0008152,EQ00847,Greater China,China,2025-02-13,2025,2,Planned Maintenance,3.48,True,T0102
C0008153,EQ00847,Greater China,China,2025-05-03,2025,5,Planned Maintenance,0.59,True,T0012
C0008154,EQ00847,Greater China,China,2025-09-22,2025,9,Planned Maintenance,1.03,True,T0148
C0008155,EQ00847,Greater China,China,2025-12-05,2025,12,Planned Maintenance,0.5,True,T0060
C0008156,EQ00848,APMEA,Saudi Arabia,2023-02-05,2023,2,Planned Maintenance,1.71,False,T0148
C0008157,EQ00848,APMEA,Saudi Arabia,2024-03-08,2024,3,Planned Maintenance,2.31,True,T0116
C0008158,EQ00848,APMEA,Saudi Arabia,2025-02-13,2025,2,Planned Maintenance,3.45,True,T0101
C0008159,EQ00849,Europe,Sweden,2023-03-14,2023,3,Planned Maintenance,0.8,True,T0142
C0008160,EQ00849,Europe,Sweden,2024-01-03,2024,1,Planned Maintenance,1.38,True,T0113
C0008161,EQ00849,Europe,Sweden,2025-03-18,2025,3,Planned Maintenance,0.5,True,T0134
C0008162,EQ00850,Europe,Sweden,2023-01-24,2023,1,Planned Maintenance,3.57,True,T0069
C0008163,EQ00850,Europe,Sweden,2023-09-02,2023,9,Planned Maintenance,3.49,True,T0054
C0008164,EQ00850,Europe,Sweden,2024-01-01,2024,1,Planned Maintenance,3.86,True,T0137
C0008165,EQ00850,Europe,Sweden,2024-08-06,2024,8,Planned Maintenance,5.66,True,T0115
C0008166,EQ00850,Europe,Sweden,2025-03-16,2025,3,Planned Maintenance,2.05,False,T0093
C0008167,EQ00850,Europe,Sweden,2025-07-14,2025,7,Planned Maintenance,5.34,True,T0049
C0008168,EQ00851,Greater China,China,2023-03-09,2023,3,Planned Maintenance,0.5,False,T0006
C0008169,EQ00851,Greater China,China,2023-06-18,2023,6,Planned Maintenance,1.92,True,T0149
C0008170,EQ00851,Greater China,China,2023-09-21,2023,9,Planned Maintenance,2.77,True,T0113
C0008171,EQ00851,Greater China,China,2023-11-12,2023,11,Planned Maintenance,0.5,False,T0093
C0008172,EQ00851,Greater China,China,2024-02-11,2024,2,Planned Maintenance,5.69,True,T0072
C0008173,EQ00851,Greater China,China,2024-06-15,2024,6,Planned Maintenance,1.87,True,T0087
C0008174,EQ00851,Greater China,China,2024-08-05,2024,8,Planned Maintenance,1.64,True,T0047
C0008175,EQ00851,Greater China,China,2024-10-15,2024,10,Planned Maintenance,2.92,True,T0166
C0008176,EQ00851,Greater China,China,2025-01-25,2025,1,Planned Maintenance,1.76,True,T0144
C0008177,EQ00851,Greater China,China,2025-04-27,2025,4,Planned Maintenance,2.87,True,T0200
C0008178,EQ00851,Greater China,China,2025-09-09,2025,9,Planned Maintenance,2.26,True,T0074
C0008179,EQ00851,Greater China,China,2025-12-25,2025,12,Planned Maintenance,8.12,False,T0074
C0008180,EQ00852,Americas,USA,2023-02-10,2023,2,Planned Maintenance,2.88,True,T0084
C0008181,EQ00852,Americas,USA,2023-04-06,2023,4,Planned Maintenance,0.5,False,T0176
C0008182,EQ00852,Americas,USA,2023-09-02,2023,9,Planned Maintenance,4.0,True,T0191
C0008183,EQ00852,Americas,USA,2023-12-20,2023,12,Planned Maintenance,2.6,False,T0173
C0008184,EQ00852,Americas,USA,2024-02-25,2024,2,Planned Maintenance,0.5,True,T0070
C0008185,EQ00852,Americas,USA,2024-05-08,2024,5,Planned Maintenance,5.42,True,T0025
C0008186,EQ00852,Americas,USA,2024-08-10,2024,8,Planned Maintenance,1.32,True,T0016
C0008187,EQ00852,Americas,USA,2024-12-23,2024,12,Planned Maintenance,0.86,True,T0014
C0008188,EQ00852,Americas,USA,2025-02-12,2025,2,Planned Maintenance,11.5,False,T0121
C0008189,EQ00852,Americas,USA,2025-04-27,2025,4,Planned Maintenance,0.5,False,T0062
C0008190,EQ00852,Americas,USA,2025-09-21,2025,9,Planned Maintenance,1.06,True,T0176
C0008191,EQ00852,Americas,USA,2025-10-17,2025,10,Planned Maintenance,0.96,True,T0083
C0008192,EQ00853,Greater China,China,2023-02-04,2023,2,Planned Maintenance,4.78,True,T0115
C0008193,EQ00853,Greater China,China,2023-02-16,2023,2,Breakdown,1.97,False,T0177
C0008194,EQ00853,Greater China,China,2024-03-15,2024,3,Planned Maintenance,1.93,True,T0012
C0008195,EQ00853,Greater China,China,2025-01-16,2025,1,Planned Maintenance,11.49,True,T0164
C0008196,EQ00854,APMEA,Saudi Arabia,2023-01-02,2023,1,Planned Maintenance,1.58,True,T0013
C0008197,EQ00854,APMEA,Saudi Arabia,2023-06-02,2023,6,Planned Maintenance,2.27,True,T0154
C0008198,EQ00854,APMEA,Saudi Arabia,2023-08-26,2023,8,Planned Maintenance,2.24,True,T0159
